Id,Category
641043198530326528,neutral
641053094613250048,neutral
641056191964168192,positive
641065427355832324,positive
641102778497167360,positive
641113964152287232,neutral
641123206766718976,neutral
641125518348288000,neutral
641125778437091328,neutral
641139797348753408,positive
641144036129157120,positive
641147599110672384,positive
641148234413535232,positive
641151155322667008,positive
641155079509291008,positive
641164550318989312,neutral
641167594578399232,positive
641169651658002432,neutral
641174155543506944,neutral
641174772152422400,positive
641174843426258944,positive
641177151442518018,neutral
641180203834830848,positive
641182038591176710,neutral
641183308211187712,positive
641183905584910336,neutral
641186391339204608,neutral
641190955270275072,positive
641191101676810240,negative
641195520447410176,positive
641196126478204928,neutral
641197049665294336,neutral
641208315679260672,neutral
641210094202580992,positive
641210260800294912,neutral
641212746898534400,positive
641215289258995712,positive
641229023348133889,neutral
641240468626411521,positive
641257505188921344,neutral
641259829055594496,neutral
641271048818724865,positive
641280875020308480,neutral
641287985556754432,positive
641291433224310784,positive
641302638944985088,positive
641314170642821121,positive
641314217451225089,positive
641314928666742784,positive
641327856266702852,positive
641346968212520960,neutral
641350217023942656,neutral
641357740669988865,neutral
641359048323919872,positive
641360299988140032,positive
641364396262887425,positive
641367577822916608,positive
641370416062328832,neutral
641371558137757696,positive
641514213085736960,positive
641519622823526400,positive
641523673267109888,positive
641532379161624576,neutral
641533674568200192,positive
641535770252210176,positive
641536732647813120,neutral
641548638364278784,positive
641559590962864128,neutral
641559806059388928,positive
641560442427580416,positive
641561125725847552,neutral
641562331063951360,neutral
641562667820433408,positive
641564284569436160,positive
641566986439299072,positive
641569184388935680,neutral
641574565337014272,positive
641575190980333568,neutral
641594428491177984,neutral
641598354590449665,positive
641598851095392256,neutral
641603112801701889,neutral
641614910921814017,positive
641622093830955008,positive
641623387450773504,positive
641623713297920000,positive
641638112381304832,positive
641649550629957632,neutral
641650029233573888,positive
631011664406577152,positive
631168990476402688,positive
631211406466002944,positive
631230569729368064,positive
631419886170972161,positive
631458650243117056,positive
631493089237073921,neutral
631572897698418688,positive
631596206511230976,positive
631621485749215232,positive
631679301843222529,positive
631835506477690881,positive
632243362347753473,positive
632287139569500160,positive
632330070904991744,positive
632332117817561088,positive
632340733794512896,positive
632353139937705984,positive
632353979557642241,positive
632508320503476224,positive
632684673320288256,positive
632690010593062912,positive
632737975466528768,positive
632828054155468800,positive
632875654481117184,positive
632946474972807170,positive
633023907461758976,positive
633024920230883328,positive
633120853786386433,positive
633207516302823424,positive
633285240279171072,positive
633383799724843008,positive
633412303887724544,positive
633557277874720768,positive
633832639863083008,positive
633987798194913280,positive
634406155264110593,neutral
634565704080093185,positive
634766958987214848,positive
634792074269884416,positive
634800558587670528,positive
634904708012859392,positive
635254721809416192,positive
635324896722087936,positive
635384966008991745,positive
635513629756932096,neutral
635556879318523904,positive
635616899607461888,positive
635964533316567040,positive
636032462901149697,positive
636193114202505216,positive
636246762299199488,positive
636278627114569728,neutral
636298797866422272,positive
636776968554319872,positive
637105060372082688,positive
637136085391306752,neutral
637280038539411456,positive
637354000136949761,positive
637634636022071296,positive
637951257315971072,positive
638148104957657088,positive
638418648756035588,positive
638448199133437952,positive
638468414927937536,positive
638542106303311872,positive
638750821476241408,positive
638754093901545472,positive
638825676800290816,positive
638911839833710592,positive
639424138046742528,positive
639564571104055298,positive
639838311444520960,positive
639968942996385793,positive
639984686618517504,positive
639986949428789248,positive
639988442705866752,positive
640158927951413248,positive
640200670264496128,positive
640213267068006400,positive
640245545022451712,positive
640259725746159617,positive
640268668052598786,positive
640504136769732608,positive
640606519915114496,positive
640607223517831168,positive
640667693826375680,positive
640726519640252417,positive
640776304170782720,positive
640897533796028416,positive
640991166826172416,positive
641124202729213952,positive
641378986573082629,positive
641428761884233728,positive
641559760681213953,neutral
639467655804510208,positive
639512686347227136,positive
639548606962397184,positive
639560506534174720,positive
639687219905736704,positive
639743642396192768,positive
639778744501182465,positive
639807797719269378,positive
639810361768603648,positive
639826043906490368,positive
639843214426398720,positive
639881231635742720,positive
639899394079375364,neutral
639907928309428224,neutral
639925310897545216,neutral
639930535796563968,neutral
639979942617436160,positive
639985980385193984,positive
639997864404484096,positive
640023479941754880,neutral
640133583290560512,positive
640170383983968256,positive
640183675322245120,positive
640226129991741440,positive
640250038745067520,positive
640279253611769857,positive
640294534321184768,positive
640316585501036544,positive
640329971789991937,positive
640337715872026624,neutral
640357293410795520,positive
640368149473398784,positive
640374804898541568,positive
640421630678700032,positive
640423002849447936,positive
640508150207115264,positive
640520013405913088,positive
640532590995247104,positive
640538853053325312,positive
640557748845867009,positive
640566753827819524,neutral
640597728796348416,neutral
640667256830173184,neutral
640698907878686724,positive
640709067422474241,positive
640742566011400192,positive
640744265522499585,positive
640754584772853760,positive
640820055316500480,neutral
640839188171096064,positive
640893866497806337,positive
640901937202753536,positive
640926331463561216,positive
640956295105777665,positive
640980587961053184,positive
640997676906086400,positive
641005255396839424,positive
641012657911283712,positive
641056422718009344,neutral
641070133176336385,positive
641070904315879426,positive
641083599916175360,positive
641093826707390464,positive
641104027506204672,positive
641125195231662080,positive
641238975416549380,neutral
641244721067724800,positive
641258686934052864,positive
641261137158381568,positive
641266791658840064,positive
641279315003449344,positive
641280850206699520,positive
641284117754191872,positive
641308951921991680,positive
641316108469948416,positive
641327226928107520,positive
641335091088728064,positive
641349989336088576,neutral
641365595972239361,neutral
641376716934500352,positive
641381401393295360,positive
641398676942749696,neutral
641402436037414914,positive
641403437469401088,positive
641433871867846656,positive
641450090087981056,positive
641469170425556992,positive
641544971565301760,neutral
641603652042498048,positive
641616205434896384,neutral
641645017166159872,positive
639828335158128641,positive
639831538943655936,positive
639840561021759488,positive
639841474125950976,positive
639842986113765376,positive
639848005668110336,positive
639849434696822785,positive
639851700199784448,positive
639865193103798272,positive
639867028761763840,positive
639872157804306432,positive
639876165172396034,positive
639888132914196489,positive
639889007783084033,positive
639897318070861824,positive
639902886651146240,positive
639926027947503616,positive
639935130086182912,positive
639938610725318656,positive
639940948156395520,positive
639943611111591936,positive
639950098026397696,positive
639950878947049472,positive
639952883111317504,positive
639954717553074176,positive
639965483505217537,positive
639969872030535680,positive
639981791097524224,positive
639991336410722304,positive
640005795900444672,positive
640012623543603201,positive
640030544936468480,positive
640042730794692609,positive
640058368401391616,positive
640164348942376960,positive
640172334259810304,positive
640174069627772928,positive
640188596146843648,positive
640189794920833024,positive
640204345649307648,positive
640271252142313473,positive
640310339788140544,positive
640310413658300416,positive
640319190671470592,positive
640321149373693952,positive
640329515374407680,positive
640352465976717312,positive
640357679874097153,positive
640358514964217856,positive
640366647962824705,positive
640373424003551232,positive
640375531012268032,positive
640378115735330816,positive
640379928010227712,positive
640381211941191680,positive
640385044394086400,positive
640387966720806912,positive
640391689035739137,positive
640402539846963200,positive
640402764493819904,positive
640420259456000000,positive
640423358702587904,positive
640515096100368384,positive
640569618394968066,positive
640631136553672704,positive
640644683245449216,positive
640668188657647616,positive
640767468030431232,positive
640767556052238336,positive
640820471622148096,positive
640829256382156800,positive
640842199446372352,neutral
640846110177628160,positive
640858024458997760,positive
640964695483027456,positive
641003432149553152,positive
641012504081133568,positive
641016534337392640,neutral
641025833038016512,positive
641267597695184896,positive
641296400068685824,positive
641318544383344640,positive
641369090750332928,positive
641387986547044353,positive
641429950067814400,positive
641538598442041344,positive
641554901496152064,positive
641625703218311169,positive
641640260863029248,positive
630045882696667136,positive
630176519491489793,positive
630208324860915713,positive
630298927154266112,positive
630433587498758145,positive
630441620148719616,positive
630468841345302529,positive
630521273253253120,positive
630580275106480129,positive
630613988456439808,positive
630696218507612161,positive
630783278581088256,positive
630886601762082817,positive
631001635435581440,positive
631046988679782400,positive
631058655828426753,positive
631097146079444997,positive
631198628384628740,positive
631225258176028672,positive
631288873604227072,positive
631338638127853568,positive
631559979699298304,positive
631797201690230784,positive
631813919913439233,positive
631823843179540480,positive
631875007703089152,positive
632132156035309568,positive
632189339682869248,positive
632226191311810560,positive
632312056910221312,positive
632536843041525762,positive
632708620514230276,neutral
632951316311052288,positive
633355605407858688,positive
633383613300666369,positive
633530535713730560,positive
633789909757652992,positive
633892499807969280,positive
633996123850567680,positive
634078078080294912,positive
634182184119717888,positive
634237949933154304,positive
634284428995493889,positive
634456759118245889,positive
634478999515697152,positive
634510606796767232,positive
634745914821844993,positive
634801247539720192,positive
635295423352209408,positive
635446874724519936,positive
635502274761097217,positive
635559181278253056,positive
635666125649346560,positive
635715948834631680,positive
635823785397080066,positive
635967333878628352,positive
636497392905228290,neutral
636662773334716417,positive
636803444582420480,positive
636832542977576960,positive
636909186169851905,positive
637062382439690240,positive
637135120982392832,positive
637192419268775936,positive
637194036667895808,positive
637258667088285696,positive
637269262474846208,positive
637307907659448320,positive
637525354840723456,positive
637547259568201728,positive
637889764113416192,positive
637976485006082048,positive
638594849738985472,positive
638805306752040960,positive
639448502033084416,neutral
639484393300619264,positive
639485613503315968,positive
639505279357460480,positive
639626604633718784,positive
639659423393296384,positive
639718141950431232,positive
639757825074315264,positive
639890107386974208,positive
639939533988081664,positive
640073790056189952,positive
640198736665276416,positive
640437806641356800,positive
640472700507553792,positive
640572234830970880,positive
640661146182283264,positive
640793748608303104,positive
640878311107862528,positive
641042207709925380,positive
641191529743261697,positive
641529725337387008,positive
625013431767183360,neutral
625091888333242369,positive
625160705377898496,neutral
625379485144084481,neutral
625415668696002560,neutral
625445775233912832,neutral
625608821000531968,neutral
625639721855754240,neutral
625783870890315776,positive
625814866209603584,neutral
625824873806434304,positive
625869459794694144,neutral
626311575201280000,neutral
626550869526478848,positive
626627156555083776,neutral
626752075687309312,neutral
628066155446468609,positive
628253124793380864,neutral
628322788085002240,neutral
628332936836874240,neutral
628362259954143232,neutral
628373840415076352,neutral
628540031582535681,neutral
628558214477381632,neutral
628688430247997440,positive
628696109083262976,neutral
628745809941532672,positive
628781598108962816,positive
628798531726258176,neutral
628872547711512576,neutral
628890201318817792,neutral
628907231476584448,neutral
629013257509052416,neutral
629038344349970432,neutral
629152247608311808,neutral
629220886135066624,neutral
629398316346793984,neutral
629398493056991232,positive
629398538582016004,positive
629415895073341440,positive
629415950706733056,positive
629418585895661568,positive
629420612859985921,neutral
629432291698176000,neutral
629434170045915136,positive
629436375901732864,positive
629436840928391168,positive
629437597220077569,neutral
629445404950593536,positive
629448586481119232,neutral
629457900096888833,positive
629479731499368448,positive
629486975049830400,neutral
629582762186387456,neutral
629787409790545920,negative
629862475433816064,positive
630204548095864832,neutral
630782072697843712,neutral
630838401441341440,neutral
630847766533644289,neutral
631068672665198596,positive
631360089975336960,neutral
631391788868071424,neutral
631449133081964544,positive
631495702229585920,neutral
631498241259868160,neutral
633453242643554308,neutral
633603291323215872,neutral
633791987871797248,neutral
633907586383740928,neutral
635152515940548609,positive
635180243934912512,neutral
635289626274476032,neutral
635717944337563648,neutral
635916054389125120,neutral
635974485112303616,neutral
636008040639148032,neutral
636561343223468032,neutral
636977910000259072,neutral
637404977707794432,neutral
637671576620679168,positive
638041749663801344,neutral
638137933367758848,positive
638141553026985984,neutral
638171467272863745,neutral
638171986741473280,positive
638468439984721921,positive
638501424603660292,neutral
638828685009641473,positive
639057192151289857,positive
639179008664596482,neutral
640231843850264577,neutral
641384090424340481,neutral
640899656931799040,positive
640913731375919106,positive
640922794881101824,positive
640938668027326464,positive
640939867866800129,positive
640951392543330305,positive
640971134175965184,positive
640975553231720448,positive
640976230024650752,positive
640981440017104896,positive
640991381608103936,positive
640993235683409924,positive
641000958022021121,positive
641001124577824768,positive
641005936857976832,positive
641008313476509697,positive
641023815573721089,positive
641025951074230272,positive
641029103710261248,positive
641041202020638721,neutral
641049362835968000,positive
641091583564251136,positive
641131465850417152,positive
641137645121310720,positive
641153108068794369,positive
641159530471161856,positive
641170334348128256,neutral
641175771688665088,neutral
641184755023802368,neutral
641184869171773440,neutral
641192429375193088,positive
641193014115868673,positive
641198714145648641,positive
641204038445436928,positive
641215686107336704,positive
641233472691040256,positive
641243487220985856,positive
641251649156087808,positive
641260621107974144,positive
641262795233882112,positive
641272012816650241,neutral
641284990345416704,neutral
641290832356745216,neutral
641294826164588544,positive
641304065947910144,positive
641304771471675393,positive
641305622076649472,positive
641306545486209028,positive
641310299174346753,positive
641311490297958400,positive
641319316013621248,positive
641323528101457920,positive
641327633368764416,positive
641343193997426688,positive
641349411444928514,positive
641352090850209792,positive
641357737587159040,positive
641358915515453444,positive
641367731879694336,positive
641380201352589312,positive
641382490494607360,positive
641399495205326848,positive
641422906682175489,positive
641433758881685504,positive
641446728722460672,positive
641462615076507648,positive
641465303780749312,positive
641483260883795968,neutral
641496358772346880,positive
641509006553563136,positive
641509759431102464,neutral
641519751055998976,positive
641522722925744128,positive
641524484650856448,neutral
641530092523548672,positive
641560860100591617,positive
641565665388855296,positive
641577840257990656,positive
641585364457684992,positive
641585789898461184,positive
641587178141782016,positive
641588526870429696,positive
641598236138934272,neutral
641604612651290624,positive
641608483268333568,positive
641613333087563780,positive
641633830605062146,positive
641643452007100416,positive
641649357637423106,positive
641650763773669377,positive
640016229508497408,positive
640016538255409152,positive
640039182694420480,positive
640144610690371585,positive
640191561255505924,positive
640223415350231040,positive
640310025064329216,positive
640331974566002688,positive
640332059391594496,positive
640350368866639872,positive
640350990743547904,positive
640363185883742209,positive
640368435852021760,positive
640378052615249920,positive
640385885213720576,positive
640391687785746432,positive
640402417230725120,neutral
640402784559476736,positive
640524663563661312,positive
640531688141885440,neutral
640540438902927360,positive
640563582363664384,positive
640644839013396481,positive
640650044245413889,positive
640673251153342464,positive
640686341227986944,positive
640725592086827008,positive
640726910163509248,positive
640729373100912642,positive
640742795091640320,positive
640751478571970560,positive
640760017876979712,positive
640760695152181248,positive
640776384332173312,positive
640809767972155392,positive
640866637353230336,positive
640930354061312000,positive
640948672885313536,positive
640957457947168768,positive
640979023590518784,positive
640992365944131588,positive
641026010071322624,positive
641027382128852993,positive
641027648983072768,positive
641036896223817728,positive
641039138997829632,positive
641063869784457216,positive
641092800298127360,positive
641105493335781376,positive
641109769311223808,positive
641115003056029696,positive
641204724470034436,positive
641257743517507584,positive
641262136266625025,positive
641267391947603968,positive
641278049208569856,positive
641301705708040192,positive
641307921184346112,positive
641326178540875777,positive
641329508994449408,positive
641346738960203776,positive
641356277281460224,positive
641358985694543873,positive
641377977884909569,positive
641386790620897280,positive
641411498741506048,positive
641417705833172992,positive
641429538493194240,positive
641438200003584000,positive
641443669392777216,positive
641444998060183553,positive
641448417512714240,positive
641558811002585088,positive
641603472857567232,positive
641612687177199616,positive
641619213606514689,positive
641620366629015552,positive
641635504589402112,positive
641635697447665665,positive
641635903409012736,positive
641638563675770881,positive
641665418046783488,positive
641669138679758848,positive
620092023375159296,positive
620092635756298240,positive
620092929957212160,positive
620093063621275648,positive
620093105253920768,positive
620094041695215616,positive
620095545634193408,positive
620095662680506368,neutral
620096560119029761,positive
620096843222003712,positive
620099157361995776,positive
620100672332148736,neutral
620101436857167872,positive
620106080559837185,positive
620106405454807040,neutral
620107024446066688,positive
620108364719067136,positive
620129816063418368,positive
620143400646496256,positive
620146279037968385,positive
620165954480287744,positive
620173155341062144,positive
620189355143995392,positive
620218841923231744,positive
620227378455969792,positive
620229109482954752,positive
620243521753092097,positive
620258051371630592,positive
620292154120867840,positive
620361517016330240,positive
620374749550641153,positive
620377426586148865,positive
620416630300868609,neutral
620417123584573440,positive
620417264425242624,positive
620433997202505728,positive
620465287045853184,positive
620479188169031680,positive
620481435992989697,positive
620491616105701376,positive
620527916594655234,positive
620566346045235200,positive
620577945472495616,positive
620637073154805761,positive
620663336288411648,positive
620694453033005056,positive
620910183355650048,neutral
620963802012610560,positive
620971310479486976,positive
621019796780503040,positive
621089667505520644,positive
621318727124914176,positive
622146524387147776,positive
622172427032899584,positive
622414530749026304,positive
622516531042328576,positive
623285927838896128,neutral
624377467214540800,positive
624660020832002048,positive
624691572945362944,positive
624738401997221888,positive
626358164087181312,positive
627246987943915521,positive
627699695247314945,positive
627796401594851328,positive
628364882388361218,positive
628877320229486592,positive
630906193918185472,positive
630912035967094784,positive
630915140385247232,positive
630939126653669378,positive
631045185015836672,positive
631064431175335936,positive
631210650094686208,positive
631211303697133568,positive
631244487591862272,positive
631369668435951616,positive
631569392388730880,positive
632121092967108608,positive
633290864400273408,positive
634998457862856704,positive
637716455035830273,positive
638478753438527488,positive
639483979104714753,positive
639896314260623361,positive
640050044012507137,positive
640254516324106240,positive
640546960219467776,positive
640758962023960576,positive
641138167991545856,positive
641356590616940545,positive
641378699984674816,positive
620216629503262720,positive
620522318662619137,positive
620615792644767744,positive
620996786661011456,positive
621950826819391488,positive
622069286979252226,positive
622092660233367552,positive
622172847499255809,positive
622714190650851329,positive
622788650527531008,positive
623223507401355264,neutral
623381091643097089,positive
623392706895704064,positive
623632791666757634,positive
623753201863372800,positive
623869636887617536,positive
624000313809309696,positive
624170632557694976,positive
624248411244642304,positive
624295252799672320,positive
624347240379846656,positive
624499723123212288,positive
624591663965470726,positive
625225111386206209,positive
625652617587208192,positive
625899033119199232,positive
626144618866966528,positive
626309703841284096,positive
627192117576609792,positive
627769516588556288,positive
628012759515574272,positive
628295376890671104,positive
628411497266454528,positive
628657181106147328,positive
628905246480310272,positive
629647944044511232,neutral
630933665627836416,neutral
631036515435573248,positive
631122937429405696,positive
631202081530060801,positive
631421610537435137,positive
631447091827511296,positive
632021853188542464,positive
632906218118365184,positive
633003123334873088,positive
633253908614393856,positive
633413259316621315,positive
633965992444452865,positive
634761938644414465,positive
634902664569049088,positive
634937852116135936,positive
635575804861112321,positive
635853555555962880,positive
635902737515958273,positive
636325821012045824,positive
636641421236260864,positive
636679639272919040,positive
637238188168220673,positive
637282857002659841,positive
637294811590995968,positive
637416609729150976,positive
637471000138006528,neutral
637665206198534144,positive
638144160743194624,positive
638411702564966400,positive
638500251490369536,positive
638704852239908864,positive
638768516548530177,positive
638969368550899712,positive
639135950149390337,neutral
639174384431685632,positive
639206775003090944,positive
639684029688582144,positive
639723851279110144,positive
640389331350331392,positive
640648970134507520,positive
640817527879303169,positive
640829523227906049,positive
640901778431680512,positive
640905816506281988,positive
640915832160284672,positive
641006416963112961,positive
641032179754078208,positive
641319857984786432,positive
641322290039361537,positive
641338497027043328,positive
641346722333982721,positive
641419627051008000,positive
639354524092788736,neutral
639358639631953920,neutral
639362452560474112,neutral
639371024589418496,neutral
639372895903449088,neutral
639373632884613120,neutral
639373839718289408,positive
639376556901711872,positive
639379129608052737,neutral
639383767912685568,neutral
639398518935920640,positive
639401058469609472,positive
639436388392411136,neutral
639464171965423616,positive
639467300928782336,neutral
639491065666535424,positive
639507939087282176,neutral
639525739591802881,neutral
639530910983950337,neutral
639568102007685120,neutral
639572338506338305,neutral
639594546909851648,neutral
639675620973223936,neutral
639679791587704832,positive
639685165564956672,neutral
639688735118987264,neutral
639692537201074176,neutral
639698906234941440,neutral
639727678166274048,neutral
639735652439867392,positive
639771182695350272,neutral
639775350646538244,neutral
639789950419005440,positive
639805563711455233,neutral
639814484467535872,positive
639871794384609280,neutral
640059950987890688,positive
640099877368823808,positive
640176934941523968,positive
640220488019521536,neutral
640223878749495296,neutral
640273017277411328,neutral
640320942527352833,positive
640435405951762432,neutral
640442700307800064,neutral
640444001770958848,neutral
640445335999909889,neutral
640455303847395328,neutral
640513268931428353,neutral
640542670797078532,neutral
640548184817860609,neutral
640575558313754625,positive
640613244361670656,neutral
640809730370367488,neutral
640836393908895744,neutral
640847915196522496,neutral
640879208869314560,neutral
640884964070957056,neutral
640898029583749120,neutral
640901426131140609,neutral
640916074620284929,neutral
640963979792089088,neutral
640968048493596672,positive
640970534558109696,neutral
640995794624081920,positive
640995927902162944,neutral
641000263541747712,positive
641005605109501952,positive
641008410016784384,neutral
641025444079386625,neutral
641035774125842432,neutral
641124478089601024,positive
641148175978508288,positive
641177049617596416,neutral
641210202369470464,neutral
641210718730231808,positive
641298093602947073,neutral
641390237491548161,neutral
641546858985324544,neutral
641554268407865345,neutral
641561685938032640,neutral
641572150097379328,neutral
641575147607072768,neutral
641577173162328065,neutral
641616340210487296,neutral
641664961140408321,positive
622028999238262784,positive
622062314653528064,positive
622080379105714177,positive
622132407756582912,positive
622157887356465154,positive
622158837630533632,positive
622162811037179904,positive
622180786452566016,positive
622187443261865984,positive
622197891449360384,positive
622205458657488896,positive
622205844801875969,positive
622212559504998401,positive
622258302664228864,positive
622309536825630720,positive
622906364109717504,positive
623235314300096516,positive
623665301746524160,positive
624089804196593664,positive
624446332837597184,positive
624797206973935616,positive
625062283971006465,positive
625267295439335424,positive
625364154476535808,positive
625372816003739648,neutral
626007390194958336,neutral
626265350871474176,positive
626298734926692352,neutral
627021346137108480,positive
627156254570467328,positive
627976354517118976,positive
628605177885388800,positive
629378968135692288,positive
629912726752464897,positive
630075783529238529,positive
630464129887825920,positive
630478475971960832,positive
630487039927042049,positive
630505491630792704,positive
630554942613295104,positive
631427735982878720,positive
631558193785626624,positive
632666080461328384,positive
633364551375921152,positive
633441894761021440,positive
633476829190316032,neutral
633831732169474048,positive
634111631455350784,positive
634275935064354816,positive
634737573466927104,positive
635141926119960576,positive
635567853253607425,positive
635971528224477184,neutral
636299339241906180,positive
636367782616170496,positive
636661551160799232,positive
638310172667047936,positive
638974156399218688,positive
639288714716286980,positive
639590688426995712,positive
639923007209799680,positive
639999478871650304,positive
640008009255555072,positive
640013688280248321,positive
640050040866631680,positive
640097521595977728,neutral
640220861207711744,positive
640305703605809153,positive
640327417979015168,neutral
640334151292461056,positive
640338243666341888,positive
640340589355995136,positive
640345480182890496,positive
640348083264491521,positive
640367826440622080,positive
640384502351589377,positive
640385851034238976,positive
640387654551343104,positive
640544734570659840,positive
640633321484087296,positive
640999124561620992,positive
641425755491205122,positive
641544155114696704,neutral
640007387735166976,positive
640020877015252992,positive
640029554015236096,positive
640040100928188416,positive
640044918950395904,positive
640073047047737344,positive
640075181537423365,positive
640077450362261504,positive
640084678112710656,positive
640170913414012928,positive
640202303169957888,positive
640209394593083392,positive
640215658295226371,positive
640237497704845313,positive
640251474967052288,positive
640281054654427137,positive
640283642195869696,positive
640315956489641984,positive
640317427767623680,positive
640330173687009281,positive
640346989805203457,positive
640365651656179712,positive
640370024033595392,positive
640373573002006528,positive
640380506312327168,positive
640413046117019648,positive
640418288044896256,positive
640418922722824192,positive
640432901364908033,positive
640447866197032961,positive
640517929390444544,positive
640530977886855168,positive
640575821187444740,positive
640582028715524096,positive
640602442430816256,positive
640603965000839168,neutral
640606456358699008,positive
640625633932906496,positive
640658839595933696,positive
640667802534187008,positive
640682809061830657,positive
640693538607370240,positive
640694701054668800,positive
640697079828885504,positive
640709389305839616,positive
640713675326685184,positive
640720651909656577,positive
640735139123736576,positive
640754165598130176,positive
640767829097103360,positive
640779690144198656,neutral
640815248350441472,positive
640815667772420096,positive
640877186917007360,positive
640942554729476097,positive
640979637565194240,positive
640990641963429888,positive
641019016702640128,positive
641079263328792577,positive
641092614586941440,positive
641092954229112832,positive
641094509439385604,positive
641096137785503744,positive
641103854323367936,positive
641135425294209024,positive
641175755725139968,positive
641177972666314752,positive
641276056498900993,positive
641277016373919744,positive
641287657692073984,positive
641394584472285184,positive
641399694942310400,positive
641412547170557952,positive
641415681045622784,positive
641426682717581313,positive
641466944500072448,positive
641467765648306176,positive
641476038766149633,positive
641509510914248704,positive
641530177688698880,positive
641650502913011713,positive
641661525686530048,positive
640427226391953408,neutral
640457509506023424,neutral
640465863309570048,positive
640507697763328000,positive
640514848317505536,neutral
640524358188969984,neutral
640528053802823680,neutral
640545434965004288,positive
640547560780890112,neutral
640556849285201920,positive
640581580851912704,neutral
640608460724310018,neutral
640611012077486080,neutral
640621355092852740,positive
640627504546377728,neutral
640636969849122818,positive
640640205372923904,neutral
640647430631919620,neutral
640651487442534400,neutral
640652246712254464,neutral
640656621102743553,neutral
640662274827382784,positive
640663302859816960,neutral
640674493124382720,neutral
640678263795245056,neutral
640679777444073472,neutral
640679828413255681,neutral
640684747493015553,neutral
640698815121485824,neutral
640715225033912320,neutral
640729405405437952,neutral
640735184325730304,neutral
640735647192354816,neutral
640754185047175173,neutral
640766294862655488,neutral
640769952115499008,neutral
640770688761008129,neutral
640772582577451008,neutral
640774093927776256,neutral
640794018176090113,positive
640845078550982656,positive
640866026876370944,neutral
640881347016413184,neutral
640901329792032768,neutral
640918600715501568,neutral
640934245557477376,neutral
640934472934891520,positive
640950012948557824,neutral
640972775822233600,neutral
640982807033040896,neutral
640988033945174016,neutral
640990114164965376,positive
640995372878405632,neutral
640996075164311552,neutral
640996719371522049,positive
641002072490442752,positive
641023530243485697,positive
641051971198296064,neutral
641052827343826944,neutral
641052836076331009,neutral
641054542042370048,neutral
641058660806823936,neutral
641063622605582337,positive
641080229176442880,neutral
641116335112617984,neutral
641196555513516032,neutral
641209979991490560,neutral
641217933788717060,positive
641218419002621952,neutral
641232831629258752,neutral
641241587419324416,neutral
641241649776078848,neutral
641279064414810112,positive
641280657524527104,neutral
641287142560305152,neutral
641289742211006464,neutral
641292757479358465,neutral
641302879790198785,positive
641305441465708544,positive
641309280327606274,neutral
641321565511139329,positive
641323690416828416,neutral
641324869230194688,neutral
625850580519534592,positive
626032773287927809,positive
626105536610738176,neutral
626193842107092992,positive
626213987928178688,positive
626261201857544192,positive
626279624641658884,positive
626439230777085953,neutral
626444753991680001,positive
626563701106208768,positive
626687076445089792,positive
626692821639151616,positive
627106489371598848,positive
627446993749712896,neutral
627669384085966848,neutral
628063923112050688,positive
628161998916874244,positive
628297386679361537,neutral
628453210059988992,positive
628500723647561728,neutral
629196424652169216,neutral
629212591722618881,neutral
629334345132716032,positive
629513364859973632,neutral
629629111967830016,positive
629662376309166080,positive
630741773518774273,neutral
631041854377730048,positive
631115986150801408,neutral
631407681283211264,positive
631866143511330817,positive
632252327424950272,positive
632528224879308802,neutral
632778667341381632,neutral
632798717515534336,positive
633270123596374016,positive
633408339641257984,positive
633522908548075520,positive
633551412950134784,neutral
633622970171199488,neutral
633708571805528064,positive
633757444972240897,positive
634263377536225280,neutral
634272281477390336,positive
634296322984673280,neutral
634688995075694593,neutral
634692610624487424,positive
634693561523531777,positive
634697795031711744,neutral
634704285683445760,neutral
634713086117593088,neutral
634721243548127234,neutral
634782795345301506,positive
634819622600994816,neutral
634959692758777856,neutral
635124274957717509,positive
635467067358056452,positive
635568824859906048,positive
635606770849714176,neutral
635784005405810689,positive
635894928200060928,neutral
635898699491770368,positive
635899268495220736,neutral
636164643245944833,neutral
636248704668856320,positive
636496266445328384,neutral
636511599356940288,positive
637089129797304321,neutral
637477690002554880,positive
638109028548128768,positive
638572995309662208,positive
638591447285895168,neutral
638637855091200000,neutral
638639836090486785,positive
638710995939102720,positive
638778469841772544,neutral
639054039745826816,positive
639133442693853184,positive
639321491251724289,positive
639716267457388544,positive
640165647108960256,positive
640263301184778241,neutral
640496868095561729,positive
640593564234219520,neutral
640862032682721280,neutral
641134473778753536,neutral
641210030843428864,positive
641221430626156545,positive
641323415337607168,neutral
623951038584762369,positive
624049967515090944,neutral
624230992371392512,positive
624285620920258562,positive
624327375484903426,positive
624346184392511492,positive
624346193007616001,positive
624366653380300800,positive
624394288957386752,positive
624532229725782016,positive
624632411721052160,positive
624642926715531265,positive
624681648689299457,positive
624686779774423040,positive
624749230176010240,neutral
624971808652042240,positive
625501148171014145,positive
625791806848929792,positive
625818645176827904,positive
625867346075381761,positive
626151550633832448,positive
626155850093207552,positive
626180044138741760,positive
626497709692731392,positive
626534517126352896,positive
626575731158609920,positive
626582122938146817,positive
626626839323222016,positive
626775383283761153,positive
626897176514457601,positive
626904444245016576,positive
626913213343399936,positive
626938364491628544,positive
626945551766913025,positive
627221087353470976,positive
627306101587996672,positive
627604340740505600,positive
627625727454654464,neutral
